Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Admission_grade_sqrt,Curricular_units_1st_sem_grade_reflect_log,Curricular_units_2nd_sem_grade_reflect_log,Curricular_units_1st_sem_category,Curricular_units_2nd_sem_category
1,1,3,9500,1,1,0.7876553763891605,1,1,1,4,4,129.0,1,0,0,1,1,0,18,0,0,8,8,7,12.365714285714288,0,0,8,8,7,12.365714285714288,0,10.8,1.4,1.74,Graduate,0.16859021429590695,-0.24084719346137448,-0.28768010935903565,2,2
1,17,1,9670,1,1,-0.3498422194512666,1,37,37,9,9,135.7,1,0,0,1,1,0,19,0,0,6,7,5,13.2,0,0,6,10,5,13.25,0,10.8,1.4,1.74,Enrolled,0.6258444256656985,-0.5163977828971957,-0.5651061506670894,3,3
1,43,1,9070,1,1,-2.473171065020064,1,37,37,9,9,108.0,1,0,0,1,1,0,34,0,7,12,12,7,11.428571428571429,0,4,12,12,7,11.857142857142858,0,7.6,2.6,0.32,Enrolled,-1.3474045368421679,0.03431079717195233,-0.14317196399557067,1,2
1,1,1,9238,1,1,-1.2598402961236081,1,38,19,8,10,110.8,1,0,0,1,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,-1.1372356826697392,2.036446916444918,1.8295193665134917,1,1
1,1,1,9773,1,1,-0.3498422194512666,1,1,19,4,4,124.5,0,0,0,1,1,1,19,0,0,6,10,4,14.0,0,0,6,9,6,12.333333333333334,0,9.4,-0.8,-3.12,Graduate,-0.14521903048396076,-0.8150928023269663,-0.2781795429202013,3,2
2,39,1,9003,1,1,-0.9565076038994943,1,2,2,1,4,100.0,0,0,0,1,1,0,30,0,3,12,12,3,12.0,0,5,12,16,5,11.8,0,15.5,2.8,-4.06,Dropout,-1.9633804969933395,-0.12958724463951077,-0.1275342384472761,2,2
1,43,1,9773,1,1,-0.8806744308434659,1,1,3,9,3,123.8,0,0,0,0,1,0,22,0,0,4,4,0,0.0,4,0,5,8,3,12.0,0,10.8,1.4,1.74,Dropout,-0.19454040881409249,2.036446916444918,-0.18277876565418802,1,2
1,17,1,9147,1,1,0.33265633805298966,1,3,38,1,9,131.4,0,0,0,0,1,0,19,0,0,5,13,4,10.0,0,0,5,7,3,11.333333333333334,0,15.5,2.8,-4.06,Dropout,0.33371811378166394,0.39992034335102367,-0.003970134972402458,1,1
1,1,1,9147,1,1,-1.3356734691796368,1,38,1,9,8,118.5,0,0,0,1,1,0,21,0,0,5,9,1,10.0,0,0,5,10,1,10.0,0,7.6,2.6,0.32,Dropout,-0.5725912723141897,0.39992034335102367,0.31389340433108354,1,1
1,1,2,171,1,1,-0.2740090463952381,1,37,37,9,9,122.0,1,0,0,0,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,-0.32201087386719734,2.036446916444918,1.8295193665134917,1,1
1,1,1,9254,1,1,-0.577341738619352,1,37,37,9,9,122.9,0,0,0,1,1,1,19,0,0,6,7,6,11.166666666666666,0,0,6,12,3,11.666666666666666,0,10.8,1.4,1.74,Enrolled,-0.25815895646257225,0.10575794333037461,-0.09148886044468256,1,2
1,1,1,9238,1,1,-0.577341738619352,1,19,38,7,7,118.7,0,0,0,1,1,0,20,0,0,6,12,4,11.75,0,0,6,13,3,11.333333333333334,0,15.5,2.8,-4.06,Enrolled,-0.5581735125420281,-0.056465286508334045,-0.003970134972402458,2,1
1,39,1,9003,1,19,0.03690696313447821,1,3,1,2,8,100.0,1,0,0,1,1,0,35,0,0,6,13,3,11.75,0,0,6,10,0,0.0,0,13.9,-0.3,0.79,Dropout,-1.9633804969933395,-0.056465286508334045,1.8295193665134917,2,1
1,16,2,9147,1,1,-0.12234270028318116,1,37,37,9,9,135.9,1,0,0,1,1,0,20,0,0,5,8,1,10.0,0,0,5,7,1,11.0,0,7.6,2.6,0.32,Dropout,0.6393182299744805,0.39992034335102367,0.08007666384140247,1,1
1,1,1,9130,1,1,0.03690696313447821,1,6,11,4,5,138.4,0,0,0,1,1,0,21,0,0,5,8,3,14.0,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate,0.8069115512241909,-0.8150928023269663,-0.41939590593999887,3,2
1,39,1,9085,1,12,0.03690696313447821,1,34,34,99,99,128.2,0,0,1,0,1,0,27,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,0.11320674931481167,2.036446916444918,1.8295193665134917,1,1
1,43,1,9773,1,1,-1.4115066422356652,1,37,38,9,5,107.4,1,0,0,0,1,0,26,0,0,6,12,3,12.0,0,0,6,15,0,0.0,0,9.4,-0.8,-3.12,Dropout,-1.392793881805874,-0.12958724463951077,1.8295193665134917,2,1
1,17,1,9773,1,1,-0.425675392507295,1,1,33,3,3,129.8,0,0,0,0,1,0,20,0,0,6,10,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,0.22380221220658025,2.036446916444918,1.8295193665134917,1,1
1,39,1,9003,1,1,-0.19817587333920963,1,37,37,6,6,100.0,0,0,1,0,1,0,28,0,4,10,19,8,11.88888888888889,0,2,8,17,5,11.6,1,15.5,2.8,-4.06,Dropout,-1.9633804969933395,-0.09680615182203993,-0.07369353645992804,2,2
1,1,3,9773,1,1,-0.8806744308434659,1,19,38,9,7,113.0,1,0,0,1,1,0,19,0,0,6,6,6,13.833333333333334,0,0,6,6,6,13.666666666666666,0,11.1,0.6,2.02,Graduate,-0.9739594470810594,-0.7496420386941152,-0.7095858159709496,3,3
1,43,1,9991,0,1,-0.9565076038994943,1,37,19,9,9,107.0,0,0,0,0,1,0,47,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,-1.4231239148118964,2.036446916444918,1.8295193665134917,1,1
4,39,1,9773,1,12,-0.9565076038994943,1,37,37,4,9,130.0,0,0,0,0,1,0,55,0,0,6,8,5,11.4,0,0,6,9,5,12.4,0,10.8,1.4,1.74,Dropout,0.2375786059737014,0.04221190126483707,-0.2977861803186012,1,2
1,43,1,9003,1,1,-0.9565076038994943,1,37,37,5,9,120.0,1,0,0,1,1,0,39,0,0,6,8,0,0.0,0,1,6,8,2,11.0,0,16.2,0.3,-0.92,Dropout,-0.46475265572119034,2.036446916444918,0.08007666384140247,1,1
2,1,1,9003,1,1,-0.9565076038994943,1,37,37,9,9,120.5,1,0,1,1,1,0,35,0,14,17,17,14,10.642857142857142,1,12,12,12,12,10.666666666666666,0,15.5,2.8,-4.06,Dropout,-0.4289563843528572,0.2424223176796345,0.1609165244659042,1,1
1,39,1,9238,1,1,0.03690696313447821,1,37,29,0,4,120.5,0,0,0,0,1,0,32,0,0,6,10,2,11.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,-0.4289563843528572,0.15011400589872448,1.8295193665134917,1,1
1,1,4,9773,1,1,-0.6531749116753804,1,3,12,2,9,137.0,1,0,0,1,1,0,20,0,0,6,6,6,16.833333333333332,0,0,6,6,6,16.666666666666668,0,8.9,1.4,3.51,Graduate,0.7132475807684427,-2.3553264117927917,-2.212751351302584,3,3
1,39,1,9254,1,1,1.3184875877813598,1,37,37,9,9,115.0,0,0,0,1,1,0,36,0,0,6,8,6,13.571428571428571,0,0,6,9,5,13.2,0,12.7,3.7,-1.7,Graduate,-0.8269003677845127,-0.6503529481471566,-0.5484124060615706,3,3
1,39,1,9991,0,19,0.03690696313447821,1,38,19,9,10,142.7,0,0,1,1,1,1,34,0,0,5,11,5,14.714285714285714,0,0,5,14,5,14.375,5,16.2,0.3,-0.92,Graduate,1.0916694831173221,-1.1183921844896791,-0.9803551391532065,3,3
1,1,1,9670,1,1,-1.2598402961236081,1,38,19,0,2,116.7,1,0,0,1,1,0,21,0,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,-0.7029025848517031,2.036446916444918,1.8295193665134917,1,1
1,43,1,9991,0,1,0.03690696313447821,1,37,19,3,10,136.1,0,0,0,1,1,1,42,0,0,5,14,1,10.0,0,0,5,14,1,11.0,0,13.9,-0.3,0.79,Dropout,0.6527821234264909,0.39992034335102367,0.08007666384140247,1,1
1,39,1,9003,1,19,0.03690696313447821,1,37,19,9,7,134.3,0,0,0,1,1,0,25,0,0,6,15,1,11.0,0,0,6,13,4,11.75,0,12.4,0.5,1.79,Dropout,0.5312484401039775,0.15011400589872448,-0.1139452634604485,1,2
1,18,1,9773,1,1,2.6076515297338436,1,38,38,6,7,153.0,1,0,0,1,1,1,18,0,0,6,6,1,11.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,1.756793381013383,0.15011400589872448,1.8295193665134917,1,1
1,1,1,9773,1,1,0.5601558572210751,1,19,38,9,9,132.0,0,0,0,1,1,1,18,0,0,6,6,5,12.0,0,0,6,6,6,12.833333333333334,0,12.7,3.7,-1.7,Graduate,0.37476391522172825,-0.12958724463951077,-0.4298522650949122,2,2
1,1,2,9238,1,1,-0.6531749116753804,1,38,19,9,7,129.6,1,0,0,1,1,0,19,0,0,6,10,6,11.125,0,0,6,7,6,11.857142857142858,0,7.6,2.6,0.32,Graduate,0.21001520079020988,0.1169260419862308,-0.14317196399557067,1,2
1,43,1,9085,1,1,-1.714839334459779,1,3,19,4,6,105.0,0,0,1,0,1,0,34,0,2,6,13,3,11.333333333333334,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,Dropout,-1.5756316915668147,0.06054470593924564,-0.04727767276564925,1,2
1,17,2,9773,1,1,1.3184875877813598,1,1,1,4,5,130.8,0,0,0,1,1,0,20,0,0,6,15,2,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout,0.29257849299967664,-0.12958724463951077,1.8295193665134917,2,1
1,1,1,9500,1,1,-0.7290080847314089,1,37,37,7,7,119.7,0,0,0,1,1,0,20,0,0,7,8,0,0.0,1,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,-0.48626622234875694,2.036446916444918,1.8295193665134917,1,1
1,17,1,9500,1,1,1.4701539338934166,1,19,19,4,9,132.5,0,0,0,1,1,0,21,0,0,8,8,7,14.54,0,0,8,8,7,14.54,0,10.8,1.4,1.74,Graduate,0.4088975433948491,-1.0406812461209591,-1.0487270751166227,3,3
1,44,1,9003,1,39,-0.19817587333920963,1,1,19,3,10,130.0,1,0,0,1,1,0,19,0,0,6,9,6,12.166666666666666,0,0,6,14,4,13.0,0,12.4,0.5,1.79,Graduate,0.2375786059737014,-0.1796364733681908,-0.482922357105654,2,2
1,39,1,9085,1,1,0.03690696313447821,1,1,1,4,4,120.0,0,0,1,0,1,0,31,0,0,5,13,4,13.5,1,0,5,12,3,11.666666666666666,1,9.4,-0.8,-3.12,Dropout,-0.46475265572119034,-0.6239897145645955,-0.09148886044468256,3,2
1,17,1,9670,1,1,0.03690696313447821,1,1,37,4,5,150.0,0,0,0,1,1,0,21,0,0,6,8,6,14.75,0,0,6,9,5,14.333333333333334,0,11.1,0.6,2.02,Graduate,1.5654425487340737,-1.1346402513568987,-0.9634328411530431,3,3
1,1,1,9147,1,1,-0.6531749116753804,1,38,38,9,9,115.6,0,0,0,1,1,1,20,0,0,5,8,5,12.375,0,0,5,7,5,11.666666666666666,0,13.9,-0.3,0.79,Graduate,-0.7830324460900442,-0.24374218825688052,-0.09148886044468256,2,2
1,43,2,9500,1,6,-1.0247574596499205,1,1,19,4,10,119.1,0,0,0,1,1,0,22,0,0,7,7,6,12.733333333333334,0,0,7,7,6,12.733333333333334,0,7.6,2.6,0.32,Graduate,-0.5293743862100904,-0.35828711641153715,-0.3986367260943581,2,2
1,1,2,9070,1,1,-0.3498422194512666,1,19,19,3,3,123.5,1,1,0,0,1,0,19,0,0,6,9,4,12.5,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Dropout,-0.21572081914879157,-0.2830660084660987,1.8295193665134917,2,1
1,39,1,9130,1,1,0.03690696313447821,1,1,1,90,1,120.0,1,0,1,0,1,0,41,0,0,5,5,0,0.0,1,0,5,5,0,0.0,5,12.7,3.7,-1.7,Dropout,-0.46475265572119034,2.036446916444918,1.8295193665134917,1,1
1,43,1,9500,1,19,0.03690696313447821,1,34,34,0,0,110.0,1,0,0,1,1,0,27,0,0,7,7,0,0.0,6,0,7,7,0,0.0,6,7.6,2.6,0.32,Dropout,-1.197010224818635,2.036446916444918,1.8295193665134917,1,1
1,17,1,9500,1,1,0.9393217225012175,1,1,1,4,10,131.4,0,0,0,1,0,0,19,0,0,7,7,7,13.44285714285714,0,0,8,8,7,13.771428571428572,0,13.9,-0.3,0.79,Dropout,0.33371811378166394,-0.6031109393074462,-0.7475167298210956,3,3
1,18,2,9500,1,1,0.6359890302771035,24,1,1,4,3,126.8,1,0,0,1,0,1,20,1,0,8,8,8,14.2,0,0,8,8,8,14.2,0,9.4,-0.8,-3.12,Graduate,0.015868243591913373,-0.8961298973235371,-0.9101721722280439,3,3
1,43,4,9500,1,6,-1.0399240942611252,1,38,37,5,9,118.9,1,0,0,1,0,1,19,0,0,7,7,6,13.55,0,0,7,7,6,13.55,0,7.6,2.6,0.32,Graduate,-0.5437678940477126,-0.6424127406644587,-0.6681286310604899,3,3
2,39,1,9991,0,1,2.0768193183416446,1,37,37,9,9,160.0,0,0,0,1,0,0,35,0,0,5,5,5,11.6,0,0,5,6,5,11.166666666666666,0,15.5,2.8,-4.06,Graduate,2.196110494550718,-0.013664479082327886,0.03846995434723837,2,1
1,17,5,9773,1,1,-1.6390061614037505,1,19,12,7,3,115.9,1,0,0,1,0,0,22,0,0,6,7,6,13.571428571428571,0,0,6,7,6,15.285714285714286,0,13.9,-0.3,0.79,Graduate,-0.7611411769015793,-0.6503529481471566,-1.388634418131928,3,3
1,1,2,9254,1,1,-1.6390061614037505,1,1,19,5,7,109.3,1,0,0,1,0,1,20,0,0,6,6,6,13.833333333333334,0,0,6,6,6,15.0,0,11.1,0.6,2.02,Graduate,-1.249491498975909,-0.7496420386941152,-1.2518836040662222,3,3
1,1,1,9670,1,1,-0.7290080847314089,1,37,38,9,9,113.9,1,0,1,0,0,0,18,0,0,6,7,4,11.25,0,0,6,9,4,10.857142857142858,0,10.8,1.4,1.74,Dropout,-0.9076231525377167,0.0832605370523762,0.11510063801874017,1,1
1,1,1,9238,1,1,0.02932364582887579,1,37,37,9,9,121.8,1,0,0,1,0,1,18,0,0,6,7,5,10.2,0,0,6,9,4,11.25,0,12.4,0.5,1.79,Graduate,-0.3362321403581968,0.3520473233359125,0.017356163475325672,1,1
1,7,1,9500,1,3,0.5601558572210751,1,1,37,9,5,140.0,0,0,0,1,0,0,30,0,0,8,8,7,15.675714285714283,0,0,8,8,7,15.675714285714283,0,10.8,1.4,1.74,Graduate,0.9133778737855518,-1.6007485545624216,-1.590799268088502,3,3
1,18,1,9238,1,1,-0.8048412577874374,1,38,38,9,7,114.7,0,0,1,1,0,1,18,0,0,6,9,6,10.833333333333334,0,0,6,8,6,12.0,0,11.1,0.6,2.02,Graduate,-0.848877243030548,0.19364479133463294,-0.18277876565418802,1,2
1,1,1,9254,1,1,-0.3498422194512666,1,19,19,7,8,120.0,1,0,0,1,0,1,20,0,0,6,6,6,14.5,0,0,6,7,5,15.0,0,12.4,0.5,1.79,Enrolled,-0.46475265572119034,-1.023204322834648,-1.2518836040662222,3,3
1,1,1,9238,1,1,-1.866505680571836,1,19,38,9,9,107.3,0,1,0,1,0,1,19,0,0,6,12,4,10.4,0,0,6,11,4,10.75,0,12.4,0.5,1.79,Enrolled,-1.4003710876003106,0.30317427270214475,0.14099385874256087,1,1
1,17,1,9085,1,1,0.48432268416504665,1,38,38,5,3,136.2,0,0,0,1,0,0,19,0,0,5,7,5,13.0,1,0,5,7,5,13.333333333333334,0,7.6,2.6,0.32,Graduate,0.6595103604087504,-0.4473237708034709,-0.5932246966900222,2,3
1,1,2,9556,1,1,-0.19817587333920963,1,1,38,3,8,119.5,1,0,0,1,0,1,21,0,0,7,7,7,12.242857142857144,0,0,8,8,8,14.125,0,15.5,2.8,-4.06,Graduate,-0.5006235806620254,-0.20287763644911602,-0.8807910833949587,2,3
1,18,1,9853,1,1,0.03690696313447821,1,1,19,141,182,106.0,1,0,1,1,0,0,21,0,0,7,7,7,13.0,0,0,7,8,6,12.5,0,8.9,1.4,3.51,Enrolled,-1.4991979561117348,-0.4473237708034709,-0.32754056164202144,2,2
1,1,4,9670,1,1,-0.19817587333920963,1,1,1,9,9,124.1,1,0,0,1,0,0,18,0,0,6,6,6,14.166666666666666,0,0,6,7,6,13.428571428571429,0,8.9,1.4,3.51,Enrolled,-0.1733856458258785,-0.8824272975372687,-0.6258238349806081,3,3
1,1,3,9147,1,1,0.7876553763891605,1,1,1,5,7,133.2,1,0,0,1,0,1,18,0,0,5,11,4,14.25,0,0,5,7,4,12.5,0,12.7,3.7,-1.7,Graduate,0.45657660867771616,-0.9168354503827804,-0.32754056164202144,3,2
4,39,1,9085,1,1,-1.714839334459779,1,37,37,90,90,110.0,0,0,0,0,0,0,35,0,0,5,14,1,12.0,2,0,5,11,2,10.5,1,9.4,-0.8,-3.12,Dropout,-1.197010224818635,-0.12958724463951077,0.20020855197338808,2,1
1,1,6,9500,1,1,-0.9565076038994943,41,1,1,9,6,114.8,1,0,0,1,0,0,21,1,0,7,11,4,13.25,0,0,7,9,5,13.82,0,11.1,0.6,2.02,Enrolled,-0.8415484280388859,-0.5339896870217876,-0.7653359480243137,3,3
1,1,1,9500,1,1,0.5601558572210751,1,38,37,9,7,130.0,1,0,0,1,1,1,18,0,0,7,7,6,13.183333333333332,0,0,7,7,6,13.183333333333332,0,7.6,2.6,0.32,Graduate,0.2375786059737014,-0.5105630860429213,-0.5428769241444797,3,3
1,17,5,9070,1,1,-0.577341738619352,1,19,1,5,5,122.6,1,0,0,1,1,0,22,0,0,6,6,1,11.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,Enrolled,-0.2794168721729715,0.15011400589872448,1.8295193665134917,1,1
1,17,1,9500,1,1,0.10515681888490426,1,38,1,9,6,133.5,1,0,0,1,1,1,20,0,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,15.5,2.8,-4.06,Graduate,0.476972134605978,-0.1214310536874214,-0.3733532317859267,2,2
2,39,1,9254,1,1,-0.19817587333920963,1,37,37,4,7,120.0,1,0,0,1,0,0,34,0,0,6,7,5,12.4,0,0,6,8,5,12.8,0,9.4,-0.8,-3.12,Graduate,-0.46475265572119034,-0.2515542563693218,-0.41939590593999887,2,2
2,7,1,9147,1,3,-0.9565076038994943,1,37,37,9,9,120.0,0,0,0,1,0,0,33,0,3,8,9,5,12.6,2,2,7,13,5,11.25,0,10.8,1.4,1.74,Enrolled,-0.46475265572119034,-0.31500796840412426,0.017356163475325672,2,1
1,1,3,9500,1,1,0.7118222033331321,1,37,38,9,9,137.3,1,0,0,1,0,1,22,0,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduate,0.7333585734979374,-0.7756030509644555,-0.7950159037460984,3,3
1,17,3,9254,1,1,-0.425675392507295,1,37,37,9,6,123.5,1,0,0,1,0,1,20,0,0,6,11,4,11.5,0,0,6,12,3,11.0,0,7.6,2.6,0.32,Enrolled,-0.21572081914879157,0.014440510220084973,0.08007666384140247,1,1
2,39,1,9147,1,1,0.5601558572210751,1,37,37,6,10,131.8,0,0,0,1,0,0,35,0,0,5,6,4,14.2,0,0,5,10,4,11.857142857142858,0,10.8,1.4,1.74,Enrolled,0.3610923661883469,-0.8961298973235371,-0.14317196399557067,3,2
2,39,1,9147,1,1,0.5601558572210751,1,38,37,4,7,130.0,1,0,0,0,0,0,39,0,0,5,12,3,10.666666666666666,2,0,5,15,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout,0.2375786059737014,0.23638044930985078,0.1609165244659042,1,1
1,18,6,9500,1,1,0.7118222033331321,1,38,37,9,5,128.0,1,0,0,0,0,0,19,0,0,7,14,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout,0.09933390350927755,2.036446916444918,1.8295193665134917,1,1
4,39,1,9254,1,1,-0.9565076038994943,1,37,37,9,8,95.0,0,0,0,1,0,1,36,0,0,6,10,6,11.0,0,0,6,14,3,11.333333333333334,0,10.8,1.4,1.74,Graduate,-2.3609503929442908,0.15011400589872448,-0.003970134972402458,1,1
1,1,2,9500,1,1,-0.6531749116753804,1,37,37,9,9,116.0,1,0,0,1,0,1,21,0,0,8,8,7,13.957142857142856,0,0,8,8,7,13.957142857142856,0,12.7,3.7,-1.7,Graduate,-0.7538503845564709,-0.798086945078704,-0.8164733245269937,3,3
1,1,1,9238,1,1,1.849319799173559,1,3,38,1,5,136.7,1,0,0,1,0,0,22,0,0,6,11,4,12.5,1,0,6,13,3,13.666666666666666,0,9.4,-0.8,-3.12,Enrolled,0.6931145566230379,-0.2830660084660987,-0.7095858159709496,2,3
2,39,1,9238,1,1,-0.45600866172970683,1,38,38,9,7,107.5,0,0,1,1,0,1,42,0,0,6,8,6,13.333333333333334,0,0,6,7,6,15.285714285714286,0,11.1,0.6,2.02,Graduate,-1.3852202027542957,-0.5636066929450035,-1.388634418131928,3,3
1,39,1,9119,1,1,-1.714839334459779,1,37,37,90,90,108.4,1,0,0,1,0,0,34,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout,-1.3172149866903962,2.036446916444918,1.8295193665134917,1,1
1,17,1,9773,1,1,0.8634885494451889,1,19,19,4,4,130.7,1,0,0,1,0,0,20,0,0,6,9,6,11.666666666666666,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled,0.2857127229394816,-0.03259046479514083,-0.07369353645992804,2,2
2,44,1,8014,0,39,2.0768193183416446,1,37,19,9,10,155.9,0,0,0,1,0,0,33,0,3,6,7,6,15.714285714285714,0,2,6,7,6,15.5,0,13.9,-0.3,0.79,Graduate,1.9399906190447938,-1.6223386702022977,-1.4973198921708728,3,3
1,1,4,9254,1,1,-2.0940051997399216,1,1,19,9,6,106.1,1,0,0,1,0,0,20,0,0,6,8,5,11.0,0,0,6,9,5,11.4,0,13.9,-0.3,0.79,Graduate,-1.4915744496814052,0.15011400589872448,-0.02118707863621259,1,2
1,1,2,9670,1,1,-0.19817587333920963,1,26,30,0,5,128.6,1,0,1,1,0,0,19,0,0,5,8,4,12.25,0,0,5,7,4,12.75,2,7.6,2.6,0.32,Graduate,0.14092001507341945,-0.20506837839384456,-0.40380748527924615,2,2
2,43,1,9991,0,3,0.5601558572210751,1,37,19,9,4,140.0,0,0,1,1,0,0,34,0,4,10,25,5,12.2,0,3,9,18,8,12.22222222222222,0,16.2,0.3,-0.92,Dropout,0.9133778737855518,-0.18977608718344452,-0.24589966866594726,2,2
1,1,1,9147,1,1,0.40848951110901816,1,37,37,9,6,145.0,1,0,0,1,0,0,18,0,0,5,6,5,13.0,0,0,5,5,5,14.0,0,7.6,2.6,0.32,Graduate,1.2422214618258316,-0.4473237708034709,-0.8327102024034606,2,3
1,17,1,8014,0,1,-0.9565076038994943,1,38,37,6,6,113.0,0,0,0,1,0,1,24,0,0,6,11,4,12.0,0,0,6,7,6,13.0,0,10.8,1.4,1.74,Graduate,-0.9739594470810594,-0.12958724463951077,-0.482922357105654,2,2
1,1,1,9853,1,1,0.18098999194093274,1,19,12,9,7,137.1,1,0,0,1,0,0,18,0,0,6,6,6,13.333333333333334,0,0,6,7,6,12.333333333333334,0,7.6,2.6,0.32,Graduate,0.7199536893747074,-0.5636066929450035,-0.2781795429202013,3,2
1,1,1,9670,1,1,-1.0323407769555228,1,37,37,10,6,119.7,1,0,0,1,0,0,20,0,0,5,6,3,13.0,0,0,5,7,3,13.0,1,7.6,2.6,0.32,Enrolled,-0.48626622234875694,-0.4473237708034709,-0.482922357105654,2,2
1,17,1,9500,1,1,-0.8806744308434659,1,1,1,4,3,120.5,1,0,0,1,0,0,21,0,0,8,8,7,12.91,0,0,8,8,7,12.91,0,10.8,1.4,1.74,Graduate,-0.4289563843528572,-0.41689355857206184,-0.45409953585877955,2,2
1,1,5,9238,1,1,-0.5015085655633235,1,38,1,9,5,125.7,1,0,0,1,0,1,19,0,0,6,8,6,11.0,0,0,6,13,3,11.0,0,9.4,-0.8,-3.12,Graduate,-0.06098958621622728,0.15011400589872448,0.08007666384140247,1,1
1,17,4,9500,1,1,-0.04650952722715268,1,38,19,5,7,125.5,0,0,0,1,0,1,19,0,0,7,8,6,13.579999999999998,0,0,8,8,8,12.93625,0,15.5,2.8,-4.06,Graduate,-0.0749998175297952,-0.6535365915357911,-0.46246576857767574,3,2
1,1,1,9238,1,1,-0.3498422194512666,1,19,19,5,5,124.5,1,0,0,1,0,1,18,0,0,6,10,4,12.4,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate,-0.14521903048396076,-0.2515542563693218,-0.32754056164202144,2,2
4,39,1,8014,0,1,2.0768193183416446,1,37,37,5,5,126.0,0,0,0,1,0,1,38,0,4,9,13,8,12.88888888888889,0,2,7,9,7,13.0,0,13.9,-0.3,0.79,Graduate,-0.03999512096561088,-0.4098125508903347,-0.482922357105654,2,2
1,1,1,171,1,1,-0.577341738619352,1,19,19,5,4,136.2,1,0,1,1,1,0,21,0,6,12,12,11,11.545454545454543,0,4,11,18,9,11.7,1,8.9,1.4,3.51,Enrolled,0.6595103604087504,0.0017073510324959987,-0.10044288243879666,2,2
1,43,1,9147,1,1,-0.425675392507295,25,1,5,9,10,124.2,1,0,0,1,1,0,23,1,0,5,6,1,10.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Enrolled,-0.1663397414928885,0.39992034335102367,1.8295193665134917,1,1
1,17,5,9500,1,1,1.0909880686132745,1,19,1,4,3,138.5,1,0,0,1,0,0,19,0,0,8,8,8,14.34125,0,0,8,8,8,14.34125,0,9.4,-0.8,-3.12,Graduate,0.8135836677481837,-0.9551020124510831,-0.9666376953393124,3,3
1,1,2,9773,1,1,-0.19817587333920963,1,38,37,5,3,122.3,1,0,1,0,0,0,18,0,0,6,8,6,14.142857142857142,0,0,6,6,5,12.0,0,13.9,-0.3,0.79,Dropout,-0.30070081270229504,-0.8726886269691064,-0.18277876565418802,3,2
1,1,6,171,1,1,0.10515681888490426,1,19,37,5,5,126.0,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,-0.03999512096561088,2.036446916444918,1.8295193665134917,1,1
1,39,1,9003,1,1,0.5601558572210751,1,19,19,9,6,135.4,1,0,0,1,0,0,24,0,0,6,10,5,11.8,0,0,6,13,4,11.25,0,12.4,0.5,1.79,Enrolled,0.605615088377019,-0.07090800043075002,0.017356163475325672,2,1
1,1,1,9773,1,1,1.3943207608373882,2,1,1,5,9,146.5,0,0,0,1,0,1,18,1,0,6,6,6,13.333333333333334,0,0,6,6,6,14.166666666666666,0,12.7,3.7,-1.7,Graduate,1.3397650012439155,-0.5636066929450035,-0.8970635883417576,3,3
